tempo,deslocamento,força
"82,2000","13,7004","12,5924"
"82,2500","13,7086","12,5895"
"82,3000","13,7169","12,5895"
"82,3500","13,7253","12,5911"
"82,4000","13,7337","12,5896"
"82,4500","13,7421","12,5910"
"82,5000","13,7504","12,5925"
"82,5500","13,7588","12,5874"
"82,6000","13,7671","12,5867"
"82,6500","13,7754","12,5889"
"82,7000","13,7837","12,5872"
"82,7500","13,7921","12,5891"
"82,8000","13,8004","12,5880"
"82,8500","13,8087","12,5845"
"82,9000","13,8171","12,5869"
"82,9500","13,8254","12,5870"
"83,0000","13,8336","12,5860"
"83,0500","13,8420","12,5871"
"83,1000","13,8505","12,5852"
"83,1500","13,8588","12,5864"
"83,2000","13,8671","12,5865"
"83,2500","13,8753","12,5842"
"83,3000","13,8837","12,5842"
"83,3500","13,8920","12,5839"
"83,4000","13,9003","12,5831"
"83,4500","13,9088","12,5840"
"83,5000","13,9171","12,5847"
"83,5500","13,9253","12,5803"
"83,6000","13,9336","12,5814"
"83,6500","13,9420","12,5824"
"83,7000","13,9504","12,5809"
"83,7500","13,9588","12,5830"
"83,8000","13,9671","12,5823"
"83,8500","13,9754","12,5775"
"83,9000","13,9836","12,5791"
"83,9500","13,9920","12,5804"
"84,0000","14,0004","12,5799"
"84,0500","14,0088","12,5812"
"84,1000","14,0172","12,5785"
"84,1500","14,0254","12,5764"
"84,2000","14,0337","12,5784"
"84,2500","14,0420","12,5783"
"84,3000","14,0503","12,5763"
"84,3500","14,0587","12,5768"
"84,4000","14,0670","12,5756"
"84,4500","14,0753","12,5762"
"84,5000","14,0837","12,5784"
"84,5500","14,0920","12,5745"
"84,6000","14,1003","12,5741"
"84,6500","14,1087","12,5766"
"84,7000","14,1171","12,5747"
"84,7500","14,1255","12,5759"
"84,8000","14,1338","12,5770"
"84,8500","14,1420","12,5700"
"84,9000","14,1503","12,5705"
"84,9500","14,1586","12,5742"
"85,0000","14,1669","12,5712"
"85,0500","14,1753","12,5735"
"85,1000","14,1836","12,5732"
"85,1500","14,1919","12,5690"
"85,2000","14,2002","12,5713"
"85,2500","14,2086","12,5711"
"85,3000","14,2169","12,5697"
"85,3500","14,2252","12,5717"
"85,4000","14,2336","12,5692"
"85,4500","14,2419","12,5696"
"85,5000","14,2502","12,5716"
"85,5500","14,2585","12,5693"
"85,6000","14,2670","12,5682"
"85,6500","14,2753","12,5693"
"85,7000","14,2838","12,5670"
"85,7500","14,2922","12,5694"
"85,8000","14,3005","12,5692"
"85,8500","14,3088","12,5639"
"85,9000","14,3170","12,5637"
"85,9500","14,3253","12,5646"
"86,0000","14,3337","12,5642"
"86,0500","14,3422","12,5678"
"86,1000","14,3505","12,5667"
"86,1500","14,3588","12,5611"
"86,2000","14,3671","12,5617"
"86,2500","14,3754","12,5621"
"86,3000","14,3837","12,5633"
"86,3500","14,3921","12,5640"
"86,4000","14,4005","12,5612"
"86,4500","14,4087","12,5599"
"86,5000","14,4170","12,5610"
"86,5500","14,4253","12,5591"
"86,6000","14,4336","12,5598"
"86,6500","14,4420","12,5603"
"86,7000","14,4504","12,5576"
"86,7500","14,4588","12,5610"
"86,8000","14,4671","12,5612"
"86,8500","14,4755","12,5569"
"86,9000","14,4838","12,5575"
"86,9500","14,4921","12,5561"
"87,0000","14,5004","12,5549"
"87,0500","14,5088","12,5583"
"87,1000","14,5171","12,5580"
"87,1500","14,5253","12,5532"
"87,2000","14,5337","12,5532"
"87,2500","14,5421","12,5540"
"87,3000","14,5503","12,5540"
"87,3500","14,5587","12,5559"
"87,4000","14,5671","12,5544"
"87,4500","14,5754","12,5503"
"87,5000","14,5836","12,5510"
"87,5500","14,5919","12,5510"
"87,6000","14,6002","12,5507"
"87,6500","14,6086","12,5512"
"87,7000","14,6170","12,5486"
"87,7500","14,6254","12,5491"
"87,8000","14,6337","12,5496"
"87,8500","14,6420","12,5486"
"87,9000","14,6503","12,5493"
"87,9500","14,6588","12,5481"
"88,0000","14,6671","12,5448"
"88,0500","14,6755","12,5473"
"88,1000","14,6838","12,5482"
"88,1500","14,6920","12,5447"
"88,2000","14,7003","12,5448"
"88,2500","14,7086","12,5445"
"88,3000","14,7169","12,5442"
"88,3500","14,7254","12,5466"
"88,4000","14,7337","12,5473"
"88,4500","14,7420","12,5417"
"88,5000","14,7503","12,5425"
"88,5500","14,7586","12,5421"
"88,6000","14,7670","12,5407"
"88,6500","14,7753","12,5433"
"88,7000","14,7837","12,5407"
"88,7500","14,7919","12,5378"
"88,8000","14,8003","12,5399"
"88,8500","14,8085","12,5381"
"88,9000","14,8169","12,5389"
"88,9500","14,8253","12,5405"
"89,0000","14,8337","12,5368"
"89,0500","14,8420","12,5373"
"89,1000","14,8503","12,5378"
"89,1500","14,8586","12,5349"
"89,2000","14,8669","12,5359"
"89,2500","14,8753","12,5358"
"89,3000","14,8836","12,5337"
"89,3500","14,8921","12,5360"
"89,4000","14,9005","12,5362"
"89,4500","14,9087","12,5325"
"89,5000","14,9171","12,5322"
"89,5500","14,9254","12,5311"
"89,6000","14,9338","12,5307"
"89,6500","14,9422","12,5325"
"89,7000","14,9506","12,5320"
"89,7500","14,9588","12,5298"
"89,8000","14,9671","12,5271"
"89,8500","14,9754","12,5257"
"89,9000","14,9837","12,5280"
"89,9500","14,9921","12,5301"
"90,0000","15,0005","12,5272"
"90,0500","15,0088","12,5265"
"90,1000","15,0171","12,5253"
"90,1500","15,0253","12,5228"
"90,2000","15,0335","12,5247"
"90,2500","15,0419","12,5260"
"90,3000","15,0502","12,5222"
"90,3500","15,0586","12,5228"
"90,4000","15,0670","12,5241"
"90,4500","15,0753","12,5215"
"90,5000","15,0836","12,5221"
"90,5500","15,0919","12,5224"
"90,6000","15,1003","12,5171"
"90,6500","15,1088","12,5197"
"90,7000","15,1171","12,5216"
"90,7500","15,1254","12,5174"
"90,8000","15,1337","12,5180"
"90,8500","15,1420","12,5162"
"90,9000","15,1504","12,5143"
"90,9500","15,1587","12,5169"
"91,0000","15,1672","12,5162"
"91,0500","15,1755","12,5159"
"91,1000","15,1838","12,5133"
"91,1500","15,1921","12,5103"
"91,2000","15,2005","12,5127"
"91,2500","15,2088","12,5129"
"91,3000","15,2171","12,5110"
"91,3500","15,2255","12,5109"
"91,4000","15,2338","12,5087"
"91,4500","15,2420","12,5061"
"91,5000","15,2503","12,5089"
"91,5500","15,2586","12,5097"
"91,6000","15,2669","12,5070"
"91,6500","15,2754","12,5065"
"91,7000","15,2838","12,5063"
"91,7500","15,2921","12,5054"
"91,8000","15,3004","12,5065"
"91,8500","15,3086","12,5054"
"91,9000","15,3169","12,5015"
"91,9500","15,3254","12,5029"
"92,0000","15,3337","12,5037"
"92,0500","15,3420","12,5015"
"92,1000","15,3504","12,5024"
"92,1500","15,3587","12,4998"
"92,2000","15,3670","12,4968"
"92,2500","15,3753","12,4988"
"92,3000","15,3837","12,4970"
"92,3500","15,3920","12,4991"
"92,4000","15,4003","12,4978"
"92,4500","15,4086","12,4927"
"92,5000","15,4170","12,4937"
"92,5500","15,4253","12,4957"
"92,6000","15,4337","12,4947"
"92,6500","15,4421","12,4956"
"92,7000","15,4504","12,4928"
"92,7500","15,4586","12,4884"
"92,8000","15,4670","12,4902"
"92,8500","15,4753","12,4900"
"92,9000","15,4836","12,4900"
"92,9500","15,4921","12,4903"
"93,0000","15,5004","12,4878"
"93,0500","15,5086","12,4848"
"93,1000","15,5169","12,4871"
"93,1500","15,5252","12,4869"
"93,2000","15,5336","12,4851"
"93,2500","15,5421","12,4852"
"93,3000","15,5505","12,4834"
"93,3500","15,5588","12,4823"
"93,4000","15,5671","12,4825"
"93,4500","15,5753","12,4794"
"93,5000","15,5837","12,4796"
"93,5500","15,5920","12,4792"
"93,6000","15,6003","12,4770"
"93,6500","15,6088","12,4795"
"93,7000","15,6171","12,4796"
"93,7500","15,6254","12,4737"
"93,8000","15,6338","12,4751"
"93,8500","15,6422","12,4736"
"93,9000","15,6504","12,4724"
"93,9500","15,6589","12,4747"
"94,0000","15,6671","12,4726"
"94,0500","15,6753","12,4684"
"94,1000","15,6836","12,4682"
"94,1500","15,6919","12,4680"
"94,2000","15,7002","12,4681"
"94,2500","15,7087","12,4710"
"94,3000","15,7170","12,4685"
"94,3500","15,7253","12,4642"
"94,4000","15,7337","12,4641"
"94,4500","15,7419","12,4627"
"94,5000","15,7503","12,4629"
"94,5500","15,7587","12,4639"
"94,6000","15,7670","12,4597"
"94,6500","15,7754","12,4591"
"94,7000","15,7837","12,4600"
"94,7500","15,7920","12,4569"
"94,8000","15,8003","12,4582"
"94,8500","15,8088","12,4570"
"94,9000","15,8171","12,4514"
"94,9500","15,8256","12,4545"
"95,0000","15,8339","12,4538"
"95,0500","15,8421","12,4499"
"95,1000","15,8504","12,4510"
"95,1500","15,8587","12,4496"
"95,2000","15,8671","12,4473"
"95,2500","15,8755","12,4506"
"95,3000","15,8838","12,4489"
"95,3500","15,8920","12,4468"
"95,4000","15,9004","12,4452"
"95,4500","15,9087","12,4429"
"95,5000","15,9170","12,4425"
"95,5500","15,9253","12,4439"
"95,6000","15,9337","12,4425"
"95,6500","15,9420","12,4410"
"95,7000","15,9503","12,4391"
"95,7500","15,9586","12,4364"
"95,8000","15,9669","12,4367"
"95,8500","15,9753","12,4382"
"95,9000","15,9836","12,4353"
"95,9500","15,9920","12,4338"
"96,0000","16,0003","12,4328"
"96,0500","16,0086","12,4304"
"96,1000","16,0169","12,4309"
"96,1500","16,0253","12,4298"
"96,2000","16,0336","12,4258"
"96,2500","16,0421","12,4278"
"96,3000","16,0504","12,4267"
"96,3500","16,0586","12,4251"
"96,4000","16,0671","12,4247"
"96,4500","16,0754","12,4206"
"96,5000","16,0837","12,4207"
"96,5500","16,0922","12,4214"
"96,6000","16,1005","12,4197"
"96,6500","16,1087","12,4174"
"96,7000","16,1170","12,4160"
"96,7500","16,1253","12,4128"
"96,8000","16,1336","12,4145"
"96,8500","16,1420","12,4155"
"96,9000","16,1505","12,4136"
"96,9500","16,1588","12,4118"
"97,0000","16,1671","12,4086"
"97,0500","16,1754","12,4045"
"97,1000","16,1838","12,4071"
"97,1500","16,1921","12,4066"
"97,2000","16,2004","12,4037"
"97,2500","16,2088","12,4033"
"97,3000","16,2169","12,4002"
"97,3500","16,2253","12,3973"
"97,4000","16,2337","12,4018"
"97,4500","16,2420","12,3989"
"97,5000","16,2504","12,3941"
"97,5500","16,2588","12,3944"
"97,6000","16,2672","12,3930"
"97,6500","16,2755","12,3919"
"97,7000","16,2838","12,3906"
"97,7500","16,2920","12,3866"
"97,8000","16,3004","12,3857"
"97,8500","16,3088","12,3859"
"97,9000","16,3171","12,3828"
"97,9500","16,3254","12,3837"
"98,0000","16,3337","12,3817"
"98,0500","16,3420","12,3756"
"98,1000","16,3503","12,3774"
"98,1500","16,3587","12,3787"
"98,2000","16,3671","12,3745"
"98,2500","16,3755","12,3742"
"98,3000","16,3837","12,3724"
"98,3500","16,3919","12,3658"
"98,4000","16,4003","12,3688"
"98,4500","16,4086","12,3695"
"98,5000","16,4169","12,3649"
"98,5500","16,4254","12,3643"
"98,6000","16,4337","12,3631"
"98,6500","16,4420","12,3572"
"98,7000","16,4504","12,3586"
"98,7500","16,4587","12,3577"
"98,8000","16,4670","12,3540"
"98,8500","16,4754","12,3533"
"98,9000","16,4837","12,3503"
"98,9500","16,4921","12,3498"
"99,0000","16,5005","12,3511"
"99,0500","16,5087","12,3464"
"99,1000","16,5170","12,3441"
"99,1500","16,5255","12,3428"
"99,2000","16,5339","12,3399"
"99,2500","16,5422","12,3411"
"99,3000","16,5503","12,3386"
"99,3500","16,5586","12,3320"
"99,4000","16,5669","12,3319"
"99,4500","16,5752","12,3319"
"99,5000","16,5836","12,3302"
"99,5500","16,5920","12,3315"
"99,6000","16,6003","12,3269"
"99,6500","16,6086","12,3203"
"99,7000","16,6169","12,3223"
"99,7500","16,6253","12,3214"
"99,8000","16,6336","12,3184"
"99,8500","16,6420","12,3178"
"99,9000","16,6504","12,3143"
"99,9500","16,6586","12,3103"
"100,0000","16,6669","12,3109"
"100,0500","16,6753","12,3078"
"100,1000","16,6837","12,3066"
"100,1500","16,6920","12,3052"
"100,2000","16,7005","12,3001"
"100,2500","16,7089","12,2997"
"100,3000","16,7171","12,2992"
"100,3500","16,7255","12,2952"
"100,4000","16,7338","12,2931"
"100,4500","16,7421","12,2896"
"100,5000","16,7504","12,2862"
"100,5500","16,7588","12,2887"
"100,6000","16,7671","12,2849"
"100,6500","16,7753","12,2801"
"100,7000","16,7837","12,2795"
"100,7500","16,7921","12,2762"
"100,8000","16,8004","12,2738"
"100,8500","16,8089","12,2761"
"100,9000","16,8171","12,2705"
"100,9500","16,8254","12,2656"
"101,0000","16,8337","12,2640"
"101,0500","16,8420","12,2623"
"101,1000","16,8503","12,2614"
"101,1500","16,8587","12,2604"
"101,2000","16,8670","12,2544"
"101,2500","16,8754","12,2528"
"101,3000","16,8837","12,2505"
"101,3500","16,8920","12,2463"
"101,4000","16,9004","12,2470"
"101,4500","16,9088","12,2428"
"101,5000","16,9171","12,2362"
"101,5500","16,9254","12,2377"
"101,6000","16,9337","12,2350"
"101,6500","16,9419","12,2304"
"101,7000","16,9503","12,2305"
"101,7500","16,9588","12,2261"
"101,8000","16,9671","12,2221"
"101,8500","16,9755","12,2224"
"101,9000","16,9838","12,2194"
"101,9500","16,9920","12,2120"
"102,0000","17,0003","12,2111"
"102,0500","17,0086","12,2078"
"102,1000","17,0169","12,2056"
"102,1500","17,0254","12,2070"
"102,2000","17,0337","12,2015"
"102,2500","17,0420","12,1968"
"102,3000","17,0503","12,1947"
"102,3500","17,0586","12,1903"
"102,4000","17,0670","12,1897"
"102,4500","17,0754","12,1899"
"102,5000","17,0838","12,1815"
"102,5500","17,0921","12,1794"
"102,6000","17,1003","12,1784"
"102,6500","17,1086","12,1727"
"102,7000","17,1170","12,1721"
"102,7500","17,1253","12,1686"
"102,8000","17,1338","12,1612"
"102,8500","17,1422","12,1623"
"102,9000","17,1504","12,1590"
"102,9500","17,1586","12,1529"
"103,0000","17,1670","12,1513"
"103,0500","17,1754","12,1465"
"103,1000","17,1836","12,1432"
"103,1500","17,1920","12,1432"
"103,2000","17,2004","12,1387"
"103,2500","17,2086","12,1331"
"103,3000","17,2169","12,1306"
"103,3500","17,2252","12,1266"
"103,4000","17,2335","12,1243"
"103,4500","17,2420","12,1239"
"103,5000","17,2504","12,1185"
"103,5500","17,2587","12,1139"
"103,6000","17,2670","12,1092"
"103,6500","17,2753","12,1051"
"103,7000","17,2836","12,1051"
"103,7500","17,2920","12,1017"
"103,8000","17,3004","12,0954"
"103,8500","17,3089","12,0942"
"103,9000","17,3172","12,0887"
"103,9500","17,3254","12,0840"
"104,0000","17,3339","12,0835"
"104,0500","17,3422","12,0775"
"104,1000","17,3505","12,0717"
"104,1500","17,3589","12,0712"
"104,2000","17,3671","12,0661"
"104,2500","17,3753","12,0616"
"104,3000","17,3837","12,0593"
"104,3500","17,3920","12,0528"
"104,4000","17,4003","12,0503"
"104,4500","17,4087","12,0487"
"104,5000","17,4171","12,0432"
"104,5500","17,4254","12,0399"
"104,6000","17,4337","12,0345"
"104,6500","17,4420","12,0287"
"104,7000","17,4503","12,0273"
"104,7500","17,4586","12,0246"
"104,8000","17,4670","12,0183"
"104,8500","17,4754","12,0150"
"104,9000","17,4836","12,0101"
"104,9500","17,4920","12,0042"
"105,0000","17,5003","12,0030"
"105,0500","17,5087","11,9990"
"105,1000","17,5171","11,9922"
"105,1500","17,5255","11,9900"
"105,2000","17,5337","11,9846"
"105,2500","17,5420","11,9795"
"105,3000","17,5503","11,9772"
"105,3500","17,5586","11,9705"
"105,4000","17,5670","11,9666"
"105,4500","17,5754","11,9632"
"105,5000","17,5837","11,9588"
"105,5500","17,5921","11,9555"
"105,6000","17,6004","11,9502"
"105,6500","17,6087","11,9422"
"105,7000","17,6170","11,9397"
"105,7500","17,6254","11,9379"
"105,8000","17,6338","11,9307"
"105,8500","17,6421","11,9267"
"105,9000","17,6503","11,9211"
"105,9500","17,6586","11,9144"
"106,0000","17,6670","11,9129"
"106,0500","17,6753","11,9094"
"106,1000","17,6837","11,9027"
"106,1500","17,6921","11,8989"
"106,2000","17,7004","11,8926"
"106,2500","17,7086","11,8855"
"106,3000","17,7170","11,8844"
"106,3500","17,7253","11,8797"
"106,4000","17,7336","11,8724"
"106,4500","17,7421","11,8693"
"106,5000","17,7504","11,8644"
"106,5500","17,7587","11,8580"
"106,6000","17,7670","11,8555"
"106,6500","17,7753","11,8479"
"106,7000","17,7837","11,8419"
"106,7500","17,7920","11,8398"
"106,8000","17,8004","11,8318"
"106,8500","17,8087","11,8276"
"106,9000","17,8169","11,8232"
"106,9500","17,8253","11,8145"
"107,0000","17,8337","11,8109"
"107,0500","17,8420","11,8083"
"107,1000","17,8504","11,8010"
"107,1500","17,8588","11,7981"
"107,2000","17,8670","11,7904"
"107,2500","17,8753","11,7822"
"107,3000","17,8836","11,7795"
"107,3500","17,8919","11,7740"
"107,4000","17,9003","11,7686"
"107,4500","17,9087","11,7662"
"107,5000","17,9171","11,7571"
"107,5500","17,9253","11,7497"
"107,6000","17,9337","11,7474"
"107,6500","17,9420","11,7412"
"107,7000","17,9504","11,7352"
"107,7500","17,9588","11,7299"
"107,8000","17,9672","11,7209"
"107,8500","17,9755","11,7162"
"107,9000","17,9837","11,7112"
"107,9500","17,9920","11,7046"
"108,0000","18,0003","11,6997"
"108,0500","18,0087","11,6933"
"108,1000","18,0171","11,6855"
"108,1500","18,0255","11,6820"
"108,2000","18,0338","11,6752"
"108,2500","18,0421","11,6692"
"108,3000","18,0505","11,6636"
"108,3500","18,0588","11,6555"
"108,4000","18,0672","11,6487"
"108,4500","18,0755","11,6451"
"108,5000","18,0837","11,6367"
"108,5500","18,0919","11,6301"
"108,6000","18,1003","11,6244"
"108,6500","18,1085","11,6165"
"108,7000","18,1169","11,6123"
"108,7500","18,1255","11,6089"
"108,8000","18,1338","11,5993"
"108,8500","18,1421","11,5916"
"108,9000","18,1504","11,5843"
"108,9500","18,1587","11,5772"
"109,0000","18,1670","11,5736"
"109,0500","18,1754","11,5672"
"109,1000","18,1837","11,5578"
"109,1500","18,1921","11,5511"
"109,2000","18,2004","11,5430"
"109,2500","18,2087","11,5365"
"109,3000","18,2170","11,5322"
"109,3500","18,2255","11,5252"
"109,4000","18,2338","11,5165"
"109,4500","18,2422","11,5105"
"109,5000","18,2504","11,5020"
"109,5500","18,2587","11,4949"
"109,6000","18,2671","11,4905"
"109,6500","18,2754","11,4820"
"109,7000","18,2837","11,4741"
"109,7500","18,2921","11,4684"
"109,8000","18,3004","11,4600"
"109,8500","18,3086","11,4525"
"109,9000","18,3170","11,4471"
"109,9500","18,3254","11,4363"
"110,0000","18,3336","11,4283"
"110,0500","18,3420","11,4234"
"110,1000","18,3503","11,4147"
"110,1500","18,3585","11,4075"
"110,2000","18,3669","11,4008"
"110,2500","18,3752","11,3899"
"110,3000","18,3836","11,3836"
"110,3500","18,3920","11,3773"
"110,4000","18,4003","11,3691"
"110,4500","18,4087","11,3626"
"110,5000","18,4170","11,3525"
"110,5500","18,4252","11,3416"
"110,6000","18,4336","11,3371"
"110,6500","18,4419","11,3289"
"110,7000","18,4503","11,3205"
"110,7500","18,4587","11,3152"
"110,8000","18,4671","11,3028"
"110,8500","18,4754","11,2934"
"110,9000","18,4838","11,2878"
"110,9500","18,4922","11,2784"
"111,0000","18,5005","11,2703"
"111,0500","18,5089","11,2631"
"111,1000","18,5172","11,2509"
"111,1500","18,5254","11,2425"
"111,2000","18,5337","11,2352"
"111,2500","18,5420","11,2271"
"111,3000","18,5504","11,2197"
"111,3500","18,5587","11,2092"
"111,4000","18,5671","11,1986"
"111,4500","18,5754","11,1920"
"111,5000","18,5837","11,1822"
"111,5500","18,5920","11,1728"
"111,6000","18,6004","11,1657"
"111,6500","18,6087","11,1542"
"111,7000","18,6170","11,1431"
"111,7500","18,6254","11,1376"
"111,8000","18,6336","11,1274"
"111,8500","18,6419","11,1154"
"111,9000","18,6503","11,1079"
"111,9500","18,6586","11,0967"
"112,0000","18,6671","11,0865"
"112,0500","18,6755","11,0796"
"112,1000","18,6838","11,0694"
"112,1500","18,6920","11,0571"
"112,2000","18,7004","11,0481"
"112,2500","18,7087","11,0365"
"112,3000","18,7170","11,0278"
"112,3500","18,7255","11,0212"
"112,4000","18,7338","11,0092"
"112,4500","18,7421","10,9983"
"112,5000","18,7503","10,9867"
"112,5500","18,7587","10,9739"
"112,6000","18,7671","10,9671"
"112,6500","18,7755","10,9580"
"112,7000","18,7838","10,9459"
"112,7500","18,7921","10,9357"
"112,8000","18,8004","10,9221"
"112,8500","18,8087","10,9102"
"112,9000","18,8170","10,9031"
"112,9500","18,8253","10,8920"
"113,0000","18,8337","10,8804"
"113,0500","18,8421","10,8695"
"113,1000","18,8504","10,8553"
"113,1500","18,8587","10,8451"
"113,2000","18,8671","10,8358"
"113,2500","18,8753","10,8230"
"113,3000","18,8836","10,8126"
"113,3500","18,8920","10,8012"
"113,4000","18,9004","10,7874"
"113,4500","18,9086","10,7769"
"113,5000","18,9169","10,7662"
"113,5500","18,9253","10,7529"
"113,6000","18,9337","10,7398"
"113,6500","18,9420","10,7279"
"113,7000","18,9504","10,7141"
"113,7500","18,9588","10,7037"
"113,8000","18,9670","10,6909"
"113,8500","18,9752","10,6768"
"113,9000","18,9836","10,6660"
"113,9500","18,9920","10,6509"
"114,0000","19,0003","10,6378"
"114,0500","19,0088","10,6286"
"114,1000","19,0170","10,6133"
"114,1500","19,0253","10,5991"
"114,2000","19,0337","10,5862"
"114,2500","19,0420","10,5708"
"114,3000","19,0503","10,5593"
"114,3500","19,0587","10,5473"
"114,4000","19,0670","10,5314"
"114,4500","19,0753","10,5182"
"114,5000","19,0837","10,5030"
"114,5500","19,0920","10,4877"
"114,6000","19,1004","10,4761"
"114,6500","19,1087","10,4631"
"114,7000","19,1172","10,4453"
"114,7500","19,1255","10,4294"
"114,8000","19,1338","10,4149"
"114,8500","19,1421","10,3991"
"114,9000","19,1505","10,3868"
"114,9500","19,1588","10,3713"
"115,0000","19,1671","10,3525"
"115,0500","19,1755","10,3394"
"115,1000","19,1837","10,3220"
"115,1500","19,1920","10,3065"
"115,2000","19,2004","10,2934"
"115,2500","19,2087","10,2749"
"115,3000","19,2172","10,2573"
"115,3500","19,2256","10,2424"
"115,4000","19,2337","10,2242"
"115,4500","19,2420","10,2086"
"115,5000","19,2503","10,1930"
"115,5500","19,2586","10,1733"
"115,6000","19,2670","10,1564"
"115,6500","19,2754","10,1398"
"115,7000","19,2837","10,1203"
"115,7500","19,2920","10,1047"
"115,8000","19,3004","10,0868"
"115,8500","19,3087","10,0644"
"115,9000","19,3170","10,0471"
"115,9500","19,3253","10,0301"
"116,0000","19,3337","10,0092"
"116,0500","19,3421","9,9924"
"116,1000","19,3503","9,9721"
"116,1500","19,3587","9,9492"
"116,2000","19,3671","9,9310"
"116,2500","19,3754","9,9130"
"116,3000","19,3838","9,8908"
"116,3500","19,3922","9,8730"
"116,4000","19,4004","9,8484"
"116,4500","19,4087","9,8255"
"116,5000","19,4171","9,8074"
"116,5500","19,4254","9,7846"
"116,6000","19,4337","9,7652"
"116,6500","19,4422","9,7435"
"116,7000","19,4505","9,7172"
"116,7500","19,4588","9,6946"
"116,8000","19,4671","9,6720"
"116,8500","19,4753","9,6483"
"116,9000","19,4837","9,6264"
"116,9500","19,4921","9,6013"
"117,0000","19,5004","9,5748"
"117,0500","19,5087","9,5499"
"117,1000","19,5169","9,5255"
"117,1500","19,5253","9,5013"
"117,2000","19,5336","9,4746"
"117,2500","19,5420","9,4454"
"117,3000","19,5504","9,4155"
"117,3500","19,5588","9,3898"
"117,4000","19,5671","9,3618"
"117,4500","19,5753","9,3312"
"117,5000","19,5837","9,3038"
"117,5500","19,5919","9,2701"
"117,6000","19,6003","9,2363"
"117,6500","19,6087","9,2071"
"117,7000","19,6170","9,1718"
"117,7500","19,6253","9,1365"
"117,8000","19,6337","9,0966"
"117,8500","19,6420","9,0489"
"117,9000","19,6504","8,9931"
"117,9500","19,6588","8,8424"
"118,0000","19,6675","7,2226"
"118,0420","19,6748","5,3121"
